,filename,measure,current_chord,next_chord,current_position,next_position
416,"Dutronc, Jacques - Gentleman Cambrioleur.gpif",11.5,C,Am,x.3.2.x.1.0,x.0.2.x.1.0
417,"Dutronc, Jacques - Gentleman Cambrioleur.gpif",12.5,Am,G,x.0.2.x.1.0,3.x.0.0.0.3
418,"Dutronc, Jacques - Gentleman Cambrioleur.gpif",13.5,G,Am,3.x.0.0.0.3,x.0.2.x.1.0
420,Beatles (The) - I Call Your Name-Guitar II.gpif,0.5,F7,F#7,1.3.1.2.4.1,2.4.2.3.5.2
421,Beatles (The) - I Call Your Name-Guitar II.gpif,2.0,B7,E7,7.9.7.8.10.7,0.2.0.1.3.0
422,Beatles (The) - I Call Your Name-Guitar II.gpif,1.5,F#7,B7,2.4.2.3.5.2,7.9.7.8.10.7
423,Beatles (The) - I Call Your Name-Guitar II.gpif,2.5,E7,B7,0.2.0.1.3.0,x.2.1.2.0.2
424,Beatles (The) - I Call Your Name-Guitar II.gpif,18.0,A,Am,x.0.2.2.2.0,x.0.2.2.1.0
425,Beatles (The) - I Call Your Name-Guitar II.gpif,17.5,F#7,A,2.4.2.3.5.2,x.0.2.2.2.0
426,Beatles (The) - I Call Your Name-Guitar II.gpif,18.5,Am,E7,x.0.2.2.1.0,0.2.0.1.3.0
427,Beatles (The) - I Call Your Name-Guitar II.gpif,27.5,C7,B7,x.3.2.3.1.x,x.2.1.2.0.2
428,Beatles (The) - I Call Your Name-Guitar II.gpif,28.5,B7,E7,x.2.1.2.0.2,0.2.0.1.3.0
439,Beatles (The) - I Call Your Name-Guitar II.gpif,59.0,E7,A,0.2.0.1.3.0,x.0.2.2.2.0
442,Beatles (The) - From Me To You-George - Guitar.gpif,11.0,C,G,x.3.5.5.5.3,3.5.5.4.3.3
444,Beatles (The) - From Me To You-George - Guitar.gpif,20.0,C,C,x.3.5.5.5.3,x.3.5.5.5.3
445,Beatles (The) - From Me To You-George - Guitar.gpif,19.5,G,C,3.5.5.4.3.3,x.3.5.5.5.3
451,White Widow - La Shura Brigida.gpif,18.0,C,G7,x.3.2.0.1.0,3.2.0.0.0.1
452,Green Day - Walking Alone-Billie Joe.gpif,1.5,G5,E5,3.5.5.x.x.x,0.2.2.x.x.x
453,Green Day - Walking Alone-Billie Joe.gpif,2.5,E5,G5,0.2.2.x.x.x,3.5.5.x.x.x
457,Green Day - Walking Alone-Billie Joe.gpif,6.5,E5,C,0.2.2.x.x.x,x.3.5.5.5.x
458,Green Day - Walking Alone-Billie Joe.gpif,7.5,C,D5,x.3.5.5.5.x,x.5.7.7.x.x
459,Green Day - Walking Alone-Billie Joe.gpif,8.5,D5,G5,x.5.7.7.x.x,3.5.5.x.x.x
461,Green Day - Walking Alone-Billie Joe.gpif,10.5,E5,C5,0.2.2.x.x.x,x.3.5.5.x.x
462,Green Day - Walking Alone-Billie Joe.gpif,11.5,C5,D5,x.3.5.5.x.x,x.5.7.7.x.x
463,Green Day - Walking Alone-Billie Joe.gpif,12.5,D5,C5,x.5.7.7.x.x,x.3.5.5.x.x
468,Green Day - Walking Alone-Billie Joe.gpif,17.5,G5,A5,3.5.5.x.x.x,5.7.7.x.x.x
469,Green Day - Walking Alone-Billie Joe.gpif,19.0,G5,F5,3.5.5.x.x.x,1.3.3.x.x.x
470,Green Day - Walking Alone-Billie Joe.gpif,18.5,A5,G5,5.7.7.x.x.x,3.5.5.x.x.x
471,Green Day - Walking Alone-Billie Joe.gpif,19.5,F5,E5,1.3.3.x.x.x,0.2.2.x.x.x
524,Green Day - Walking Alone-Billie Joe.gpif,70.5,E5,Em,0.2.2.x.x.x,0.2.2.0.0.x
525,"Jara, Victor - Plegaria A Un Labrador.gpif",11.5,Em,Am,0.2.2.0.0.0,x.0.2.2.1.0
526,"Jara, Victor - Plegaria A Un Labrador.gpif",35.0,E,D,0.2.2.1.0.0,x.0.0.2.3.2
528,"Jara, Victor - Plegaria A Un Labrador.gpif",35.5,D,E,x.0.0.2.3.2,0.2.2.1.0.0
529,"Jara, Victor - Plegaria A Un Labrador.gpif",36.5,D,A7M,x.0.0.2.3.2,0.0.2.1.2.0
533,"Jara, Victor - Plegaria A Un Labrador.gpif",41.0,G,D,3.2.0.0.0.3,x.0.0.2.3.2
534,"Jara, Victor - Plegaria A Un Labrador.gpif",40.5,D,G,x.0.0.2.3.2,3.2.0.0.0.3
535,"Jara, Victor - Plegaria A Un Labrador.gpif",42.0,A,E,0.0.2.2.2.0,0.2.2.1.0.0
536,"Jara, Victor - Plegaria A Un Labrador.gpif",41.5,D,A,x.0.0.2.3.2,0.0.2.2.2.0
538,"Jara, Victor - Plegaria A Un Labrador.gpif",42.5,E,G,0.2.2.1.0.0,3.2.0.0.0.3
541,"Jara, Victor - Plegaria A Un Labrador.gpif",47.5,Em,Am,0.2.2.0.0.0,0.0.2.2.1.0
548,Creed - Higher (2)-Guitar 2.gpif,5.5,D5,A5,x.x.0.2.3.x,x.0.2.2.x.x
549,Creed - Higher (2)-Guitar 2.gpif,6.5,A5,G5,x.0.2.2.x.x,5.5.5.x.x.x
552,Die erzte - Deine Schuld-Clean Guitar.gpif,1.0,C#,G#,9.11.11.10.9.9,4.6.6.5.4.4
553,Die erzte - Deine Schuld-Clean Guitar.gpif,0.5,Bbm,C#,6.8.8.6.6.6,9.11.11.10.9.9
554,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",4.5,Am,E7,x.0.2.2.1.0,0.2.0.1.0.0
555,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",5.5,E7,A7,0.2.0.1.0.0,x.0.2.0.2.0
556,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",6.5,A7,Dm,x.0.2.0.2.0,x.x.0.2.3.1
557,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",7.5,Dm,Gdim,x.x.0.2.3.1,3.1.2.0.2.0
558,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",8.5,Gdim,Am,3.1.2.0.2.0,x.0.2.2.1.0
560,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",12.0,A,Dm,x.0.2.2.2.0,x.x.0.2.3.1
561,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",11.5,Am,A,x.0.2.2.1.0,x.0.2.2.2.0
562,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",13.0,G,C,3.2.0.0.0.3,x.3.2.0.1.0
563,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",12.5,Dm,G,x.x.0.2.3.1,3.2.0.0.0.3
564,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",14.0,F,G#dim7,1.3.3.2.1.1,4.2.3.4.3.x
565,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",13.5,C,F,x.3.2.0.1.0,1.3.3.2.1.1
566,"Vai, Steve - Eugene's Trick Bag-lead guitar devil tone.gpif",14.5,Adim,E,x.0.1.2.1.2,0.2.2.1.0.0
567,Renaud - Ma Gonzesse-Guitare.gpif,5.5,Dm,Fm,x.x.0.2.3.1,1.3.3.1.1.1
568,Renaud - Ma Gonzesse-Guitare.gpif,7.0,C,Am,3.3.2.0.1.0,x.0.2.2.1.0
569,Renaud - Ma Gonzesse-Guitare.gpif,6.5,Fm,C,1.3.3.1.1.1,3.3.2.0.1.0
570,Renaud - Ma Gonzesse-Guitare.gpif,7.5,Am,D,x.0.2.2.1.0,x.x.0.2.3.2
571,Renaud - Ma Gonzesse-Guitare.gpif,8.5,D,G,x.x.0.2.3.2,3.2.0.0.0.x
572,Renaud - Ma Gonzesse-Guitare.gpif,9.5,G,C,3.2.0.0.0.x,3.3.2.0.1.3
573,Renaud - Ma Gonzesse-Guitare.gpif,10.5,C,Bb,3.3.2.0.1.3,x.1.3.3.3.1
574,Renaud - Ma Gonzesse-Guitare.gpif,11.5,Bb,C,x.1.3.3.3.1,3.3.2.0.1.3
576,Renaud - Ma Gonzesse-Guitare.gpif,13.5,Bb,C,x.1.3.3.3.1,3.3.2.0.1.0
577,Triumph - Fantasy Seranade.gpif,0.0,D,Dsus4,0.0.0.2.3.5,0.0.0.2.3.3
578,Triumph - Fantasy Seranade.gpif,0.5,Dsus4,D,0.0.0.2.3.3,0.0.0.2.3.5
580,Triumph - Fantasy Seranade.gpif,1.5,D,D,0.0.0.2.3.5,0.0.0.2.3.5
581,Triumph - Fantasy Seranade.gpif,2.5,Dsus4,A/D,0.0.0.2.3.3,0.0.2.2.2.5
582,Triumph - Fantasy Seranade.gpif,4.0,D,Dsus4add13,0.0.0.2.3.5,x.x.0.7.8.7
583,Triumph - Fantasy Seranade.gpif,3.5,A/D,D,0.0.2.2.2.5,0.0.0.2.3.5
584,Triumph - Fantasy Seranade.gpif,5.0,D,D6,0.0.0.2.3.5,x.2.0.4.3.2
