,filename,Measure,Duration,Chords,Offsets,Shapes
135,1,16,4.0,['Bm'],[0.0],['x.2.4.4.3.2']
136,1,17,4.0,['D'],[3.5],['x.x.0.2.3.2']
137,1,18,4.0,['(D)'],[0.0],[None]
138,1,19,4.0,[],[],[]
139,1,20,4.0,[],[],[]
140,1,21,4.0,[],[],[]
141,1,22,4.0,['D'],[0.0],['x.x.0.2.3.2']
142,1,23,4.0,[],[],[]
143,1,24,4.0,[],[],[]
144,1,25,4.0,[],[],[]
145,1,26,4.0,[],[],[]
146,1,27,4.0,[],[],[]
147,1,28,4.0,[],[],[]
148,1,29,4.0,[],[],[]
149,1,30,4.0,['A'],[0.0],['x.0.2.2.2.0']
150,1,31,4.0,[],[],[]
151,1,32,4.0,['Bm'],[0.0],['x.2.4.4.3.2']
152,1,33,4.0,['D'],[3.5],['x.x.0.2.3.2']
153,1,34,4.0,['(D)'],[0.0],[None]
154,1,35,4.0,[],[],[]
155,1,36,4.0,[],[],[]
156,1,37,4.0,[],[],[]
157,1,38,4.0,"['C', 'A']","[0.0, 1.5]","['x.3.2.0.1.0', 'x.0.2.2.2.0']"
158,1,39,4.0,"['C', 'A']","[0.0, 1.5]","['x.3.2.0.1.0', 'x.0.2.2.2.0']"
159,1,40,4.0,"['C', 'A', 'G', 'F']","[0.0, 1.5, 2.5, 3.5]","['x.3.2.0.1.0', 'x.0.2.2.2.0', '3.2.0.0.0.3', '1.3.3.2.1.1']"
160,1,41,4.0,"['F', 'D']","[0.0, 3.0]","['1.3.3.2.1.1', 'x.x.0.2.3.2']"
161,1,42,4.0,['(D)'],[0.0],[None]
162,1,43,4.0,[],[],[]
163,1,44,4.0,['D'],[0.0],['x.x.0.2.3.2']
164,1,45,4.0,[],[],[]
165,1,46,4.0,[],[],[]
166,1,47,4.0,[],[],[]
167,1,48,4.0,[],[],[]
168,1,49,4.0,[],[],[]
169,1,50,4.0,[],[],[]
170,1,51,4.0,[],[],[]
171,1,52,4.0,['A'],[0.0],['x.0.2.2.2.0']
172,1,53,4.0,[],[],[]
173,1,54,4.0,['Bm'],[0.0],['x.2.4.4.3.2']
174,1,55,4.0,['D'],[3.5],['x.x.0.2.3.2']
175,1,56,4.0,['(D)'],[0.0],[None]
176,1,57,4.0,[],[],[]
177,1,58,4.0,[],[],[]
178,1,59,4.0,[],[],[]
179,1,60,4.0,"['C', 'A']","[0.0, 1.5]","['x.3.2.0.1.0', 'x.0.2.2.2.0']"
180,1,61,4.0,"['C', 'A']","[0.0, 1.5]","['x.3.2.0.1.0', 'x.0.2.2.2.0']"
181,1,62,4.0,"['C', 'A', 'G', 'F']","[0.0, 1.5, 2.5, 3.5]","['x.3.2.0.1.0', 'x.0.2.2.2.0', '3.2.0.0.0.3', '1.3.3.2.1.1']"
182,1,63,4.0,"['F', 'D']","[0.0, 3.0]","['1.3.3.2.1.1', 'x.x.0.2.3.2']"
183,1,64,4.0,['(D)'],[0.0],[None]
184,1,65,4.0,[],[],[]
185,1,66,4.0,['D'],[0.0],['x.x.0.2.3.2']
186,1,67,4.0,[],[],[]
187,1,68,4.0,[],[],[]
188,1,69,4.0,[],[],[]
189,1,70,4.0,[],[],[]
190,1,71,4.0,[],[],[]
191,1,72,4.0,[],[],[]
192,1,73,4.0,[],[],[]
193,1,74,4.0,['A'],[0.0],['x.0.2.2.2.0']
194,1,75,4.0,[],[],[]
195,1,76,4.0,['Bm'],[0.0],['x.2.4.4.3.2']
196,1,77,4.0,['D'],[3.5],['x.x.0.2.3.2']
197,1,78,4.0,['(D)'],[0.0],[None]
198,1,79,4.0,[],[],[]
199,1,80,4.0,[],[],[]
200,1,81,4.0,[],[],[]
201,1,82,4.0,[],[],[]
202,1,83,4.0,[],[],[]
203,1,84,4.0,[],[],[]
204,1,85,4.0,[],[],[]
205,1,86,4.0,[],[],[]
206,2,0,0.0,[],[],[]
207,2,1,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
208,2,2,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
209,2,3,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
210,2,4,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
211,2,5,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
212,2,6,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
213,2,7,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
214,2,8,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
215,2,9,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
216,2,10,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
217,2,11,4.0,[],[],[]
218,2,12,4.0,['A7'],[0.0],['x.0.2.0.2.0']
219,2,13,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
220,2,14,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
221,2,15,4.0,[],[],[]
222,2,16,4.0,['F'],[3.5],['x.8.7.5.6.5']
223,2,17,4.0,[],[],[]
224,2,18,4.0,['C/E'],[3.5],['x.7.5.5.5.x']
225,2,19,4.0,[],[],[]
226,2,20,4.0,['Bb/D'],[3.5],['x.5.3.3.3.x']
227,2,21,4.0,[],[],[]
228,2,22,4.0,[],[],[]
229,2,23,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
230,2,24,4.0,['Bb5'],[1.5],['x.1.3.3.x.x']
231,2,25,4.0,['C'],[0.5],['x.3.5.5.5.x']
232,2,26,4.0,[],[],[]
233,2,27,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
234,2,28,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
235,2,29,4.0,[],[],[]
236,2,30,4.0,[],[],[]
237,2,31,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
238,2,32,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
239,2,33,4.0,[],[],[]
240,2,34,4.0,['F (type II)'],[3.5],['x.x.3.2.1.1']
241,2,35,4.0,[],[],[]
242,2,36,4.0,['F'],[0.0],['x.8.7.5.6.5']
243,2,37,4.0,['C/E'],[0.0],['x.7.5.5.5.x']
244,2,38,4.0,['Bb/D'],[3.5],['x.5.3.3.3.x']
245,2,39,4.0,[],[],[]
246,2,40,4.0,[],[],[]
247,2,41,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
248,2,42,4.0,"['Bb5', 'Bb']","[1.5, 3.5]","['x.1.3.3.x.x', 'x.1.3.3.3.x']"
249,2,43,4.0,['C'],[0.5],['x.3.5.5.5.x']
250,2,44,4.0,['Bb5'],[1.5],['x.1.3.3.x.x']
251,2,45,4.0,"['Bb', 'C']","[0.0, 0.5]","['x.1.3.3.3.x', 'x.3.5.5.5.x']"
252,2,46,4.0,[],[],[]
253,2,47,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
254,2,48,4.0,[],[],[]
255,2,49,4.0,['C'],[0.0],['x.3.5.5.5.x']
256,2,50,4.0,[],[],[]
257,2,51,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
258,2,52,4.0,[],[],[]
259,2,53,4.0,['C'],[0.0],['x.3.5.5.5.x']
260,2,54,4.0,['C'],[0.0],['x.3.5.5.5.x']
261,2,55,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
262,2,56,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
263,2,57,4.0,[],[],[]
264,2,58,4.0,['A7'],[0.0],['x.0.2.0.2.0']
265,2,59,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
266,2,60,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
267,2,61,4.0,[],[],[]
268,2,62,4.0,"['A7', 'F']","[1.5, 3.5]","['x.0.2.0.2.0', 'x.8.7.5.6.5']"
269,2,63,4.0,[],[],[]
270,2,64,4.0,[],[],[]
271,2,65,4.0,['C'],[0.0],['x.3.5.5.5.x']
272,2,66,4.0,['C/E'],[3.5],['x.7.5.5.5.x']
273,2,67,4.0,[],[],[]
274,2,68,4.0,[],[],[]
275,2,69,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
276,2,70,4.0,['Bb'],[1.5],['x.1.3.3.3.x']
277,2,71,4.0,['C'],[0.5],['x.3.5.5.5.x']
278,2,72,4.0,[],[],[]
279,2,73,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
280,2,74,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
281,2,75,4.0,[],[],[]
282,2,76,4.0,[],[],[]
283,2,77,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
284,2,78,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
285,2,79,4.0,['A7'],[3.5],['x.0.2.0.2.0']
286,2,80,4.0,"['A7sus2', 'F']","[1.5, 3.5]","['x.0.2.0.0.0', 'x.8.7.5.6.5']"
287,2,81,4.0,[],[],[]
288,2,82,4.0,[],[],[]
289,2,83,4.0,['C/E'],[0.0],['x.7.5.5.5.x']
290,2,84,4.0,['Bb'],[3.5],['x.1.3.3.3.x']
291,2,85,4.0,[],[],[]
292,2,86,4.0,[],[],[]
293,2,87,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
294,2,88,4.0,['Bb'],[1.5],['x.1.3.3.3.x']
295,2,89,4.0,['C'],[0.5],['x.3.5.5.5.x']
296,2,90,4.0,['Bb'],[1.5],['x.1.3.3.3.x']
297,2,91,4.0,['C'],[0.5],['x.3.5.5.5.x']
298,2,92,4.0,[],[],[]
299,2,93,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
300,2,94,4.0,[],[],[]
301,2,95,4.0,['C'],[0.0],['x.3.5.5.5.x']
302,2,96,4.0,[],[],[]
303,2,97,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
304,2,98,4.0,[],[],[]
305,2,99,4.0,['C'],[0.0],['x.3.5.5.5.x']
306,2,100,4.0,[],[],[]
307,2,101,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
308,2,102,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
309,2,103,4.0,['A7'],[1.0],['x.0.2.0.2.0']
310,2,104,4.0,[],[],[]
311,2,105,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
312,2,106,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
313,2,107,4.0,[],[],[]
314,2,108,4.0,"['A7', 'F']","[1.0, 3.5]","['x.0.2.0.2.0', 'x.8.7.5.6.5']"
315,2,109,4.0,[],[],[]
316,2,110,4.0,[],[],[]
317,2,111,4.0,['C/E'],[0.0],['x.7.5.5.5.x']
318,2,112,4.0,['Bb/D'],[3.5],['x.5.3.3.3.x']
319,2,113,4.0,[],[],[]
320,2,114,4.0,[],[],[]
321,2,115,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
322,2,116,4.0,['Bb'],[1.5],['x.1.3.3.3.x']
323,2,117,4.0,['C'],[0.5],['x.3.5.5.5.x']
324,2,118,4.0,['Bb'],[1.5],['x.1.3.3.3.x']
325,2,119,4.0,['C'],[0.5],['x.3.5.5.5.x']
326,2,120,4.0,[],[],[]
327,2,121,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
328,2,122,4.0,[],[],[]
329,2,123,4.0,['C'],[0.0],['x.3.5.5.5.x']
330,2,124,4.0,[],[],[]
331,2,125,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
332,2,126,4.0,[],[],[]
333,2,127,4.0,['C'],[0.0],['x.3.5.5.5.x']
334,2,128,4.0,[],[],[]
335,2,129,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
336,2,130,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
337,2,131,4.0,['A7'],[3.5],['x.0.2.0.2.0']
338,2,132,4.0,['Dm'],[3.5],['x.5.7.7.6.5']
339,2,133,4.0,['C'],[3.5],['x.3.5.5.5.x']
340,2,134,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
341,2,135,4.0,[],[],[]
342,2,136,4.0,['F'],[3.5],['x.8.7.5.6.5']
343,2,137,4.0,[],[],[]
344,2,138,4.0,['C/E'],[3.5],['x.7.5.5.5.x']
345,2,139,4.0,[],[],[]
346,2,140,4.0,['Bb/D'],[3.5],['x.5.3.3.3.x']
347,2,141,4.0,[],[],[]
348,2,142,4.0,[],[],[]
349,2,143,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
350,2,144,4.0,['Bb'],[1.5],['x.1.3.3.3.x']
351,2,145,4.0,['C'],[0.5],['x.3.5.5.5.x']
352,2,146,4.0,['Bb'],[1.5],['x.1.3.3.3.x']
353,2,147,4.0,['C'],[0.5],['x.3.5.5.5.x']
354,2,148,4.0,[],[],[]
355,2,149,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
356,2,150,4.0,[],[],[]
357,2,151,4.0,['C'],[0.0],['x.3.5.5.5.x']
358,2,152,4.0,[],[],[]
359,2,153,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
360,2,154,4.0,[],[],[]
361,2,155,4.0,['C'],[0.0],['x.3.5.5.5.x']
362,2,156,4.0,[],[],[]
363,2,157,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
364,2,158,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
365,2,159,4.0,[],[],[]
366,2,160,4.0,[],[],[]
367,2,161,4.0,"['Dm', 'C']","[0.0, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x']"
368,2,162,4.0,"['Bb', 'A']","[1.5, 3.5]","['x.1.3.3.3.x', 'x.0.2.2.2.0']"
369,2,163,4.0,['A7'],[1.5],['x.0.2.0.2.0']
370,2,164,4.0,['F'],[3.5],['x.8.7.5.6.5']
371,2,165,4.0,[],[],[]
372,2,166,4.0,['C/E'],[3.5],['x.7.5.5.5.x']
373,2,167,4.0,[],[],[]
374,2,168,4.0,['Bb/D'],[3.5],['x.5.3.3.3.x']
375,2,169,4.0,[],[],[]
376,2,170,4.0,[],[],[]
377,2,171,4.0,['Dm'],[0.0],['x.5.7.7.6.5']
378,2,172,4.0,['Bb'],[1.5],['x.1.3.3.3.x']
379,2,173,4.0,['C'],[0.5],['x.3.5.5.5.x']
380,2,174,4.0,['Bb'],[1.5],['x.1.3.3.3.x']
381,2,175,4.0,['C'],[0.5],['x.3.5.5.5.x']
382,2,176,4.0,[],[],[]
383,2,177,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
384,2,178,4.0,[],[],[]
385,2,179,4.0,['C'],[0.0],['x.3.5.5.5.x']
386,2,180,4.0,[],[],[]
387,2,181,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
388,2,182,4.0,[],[],[]
389,2,183,4.0,['C'],[0.0],['x.3.5.5.5.x']
390,2,184,4.0,[],[],[]
391,2,185,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
392,2,186,4.0,['C'],[3.5],['x.3.5.5.5.x']
393,2,187,4.0,[],[],[]
394,2,188,4.0,[],[],[]
395,2,189,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
396,2,190,4.0,['C'],[3.5],['x.3.5.5.5.x']
397,2,191,4.0,[],[],[]
398,2,192,4.0,[],[],[]
399,2,193,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
400,2,194,4.0,[],[],[]
401,2,195,4.0,['C'],[0.0],['x.3.5.5.5.x']
402,2,196,4.0,[],[],[]
403,2,197,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
404,2,198,4.0,[],[],[]
405,2,199,4.0,['C'],[0.0],['x.3.5.5.5.x']
406,2,200,4.0,[],[],[]
407,2,201,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
408,2,202,4.0,[],[],[]
409,2,203,4.0,['C'],[0.0],['x.3.5.5.5.x']
410,2,204,4.0,[],[],[]
411,2,205,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
412,2,206,4.0,[],[],[]
413,2,207,4.0,['C'],[0.0],['x.3.5.5.5.x']
414,2,208,4.0,[],[],[]
415,2,209,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
416,2,210,4.0,[],[],[]
417,2,211,4.0,['C'],[0.0],['x.3.5.5.5.x']
418,2,212,4.0,[],[],[]
419,2,213,4.0,"['Dm', 'C', 'Bb']","[0.0, 2.5, 3.5]","['x.5.7.7.6.5', 'x.3.5.5.5.x', 'x.1.3.3.3.x']"
420,2,214,4.0,[],[],[]
421,2,215,4.0,['C'],[0.0],['x.3.5.5.5.x']
422,2,216,4.0,[],[],[]
423,3,0,4.0,[],[],[]
424,3,1,4.0,"['D5', 'A5']","[0.0, 2.0]","['x.5.7.7.x.x', '5.7.7.x.x.x']"
