,filename,measure,current_chord,next_chord,current_position,next_position
53,"A, Dominique - Je T'ai Toujours Aim_e-Guitare Capo 3.gpif",36.5,Gm,Dm,3.5.5.3.3.3,x.x.0.2.3.1
54,"A, Dominique - Je T'ai Toujours Aim_e-Guitare Capo 3.gpif",37.5,Dm,Cm,x.x.0.2.3.1,x.3.5.5.4.3
55,"A, Dominique - Je t_'ai toujours aimCe-guitare acoustique.gpif",36.5,Gm,Fm,3.5.5.3.3.3,1.3.3.1.1.1
56,"A, Dominique - Je t_'ai toujours aimCe-guitare acoustique.gpif",37.5,Fm,Cm,1.3.3.1.1.1,x.3.5.5.4.3
57,"Smith, Elliott - Alamada-accomp.gpif",0.5,C7M,F#m11,x.3.2.0.0.0,x.x.4.2.0.x
58,"Smith, Elliott - Alamada-accomp.gpif",1.5,F#m11,Am,x.x.4.2.0.x,x.0.2.2.1.x
59,"Smith, Elliott - Alamada-accomp.gpif",2.5,Am,F7M,x.0.2.2.1.x,x.x.3.2.1.0
60,"Smith, Elliott - Alamada-accomp.gpif",4.0,C,Fsus2,x.3.2.0.1.x,x.x.3.0.1.1
61,"Smith, Elliott - Alamada-accomp.gpif",3.5,F7M,C,x.x.3.2.1.0,x.3.2.0.1.x
62,"Smith, Elliott - Alamada-accomp.gpif",5.0,B7,B7sus4,x.2.4.2.4.x,x.2.4.2.5.x
63,"Smith, Elliott - Alamada-accomp.gpif",4.5,F7Msus2,B7,x.x.3.0.1.0,x.2.4.2.4.x
64,"Smith, Elliott - Alamada-accomp.gpif",6.0,Am,Asus2,x.0.2.2.1.x,x.0.2.2.0.x
65,"Smith, Elliott - Alamada-accomp.gpif",5.5,B7sus4,Am,x.2.4.2.5.x,x.0.2.2.1.x
66,"Smith, Elliott - Alamada-accomp.gpif",6.5,Asus4,F,x.0.2.2.3.0,x.x.3.2.1.1
67,"Smith, Elliott - Alamada-accomp.gpif",7.5,F,C,x.x.3.2.1.1,x.3.2.0.1.0
68,"Smith, Elliott - Alamada-accomp.gpif",8.5,C,B,x.3.2.0.1.0,x.2.4.4.4.x
69,"Smith, Elliott - Alamada-accomp.gpif",10.0,Am,Asus2,x.0.2.2.1.x,x.0.2.2.0.0
70,"Smith, Elliott - Alamada-accomp.gpif",9.5,B,Am,x.2.4.4.4.x,x.0.2.2.1.x
71,"Smith, Elliott - Alamada-accomp.gpif",10.5,Asus2,F,x.0.2.2.0.0,x.x.3.2.1.1
72,"Smith, Elliott - Alamada-accomp.gpif",12.0,C,Cadd11,x.3.2.0.1.0,x.3.2.0.1.1
73,"Smith, Elliott - Alamada-accomp.gpif",13.0,B7,B7sus4,x.2.4.2.4.2,x.2.4.2.5.2
74,"Smith, Elliott - Alamada-accomp.gpif",12.5,C,B7,x.3.2.0.1.0,x.2.4.2.4.2
75,"Smith, Elliott - Alamada-accomp.gpif",13.5,B7sus4,Am,x.2.4.2.5.2,x.0.2.2.1.x
76,"Smith, Elliott - Alamada-accomp.gpif",14.5,Asus4,F7M,x.0.2.2.3.0,x.x.3.2.1.0
77,"Smith, Elliott - Alamada-accomp.gpif",16.0,C,C7M,x.3.2.0.1.0,x.3.2.0.0.0
78,"Smith, Elliott - Alamada-accomp.gpif",15.5,F7M,C,x.x.3.2.1.0,x.3.2.0.1.0
79,"Smith, Elliott - Alamada-accomp.gpif",16.5,C7M,B,x.3.2.0.0.0,x.2.4.4.4.x
80,"Smith, Elliott - Alamada-accomp.gpif",18.5,Asus2,F7M,x.0.2.2.0.x,x.x.3.2.1.0
81,"Smith, Elliott - Alamada-accomp.gpif",20.5,C,Bsus4,x.3.2.0.1.0,x.2.4.4.5.x
82,"Smith, Elliott - Alamada-accomp.gpif",21.5,Bsus4,Am,x.2.4.4.5.x,x.0.2.2.1.x
83,"Smith, Elliott - Alamada-accomp.gpif",24.0,Dm,E,x.x.0.2.3.1,0.2.2.1.0.0
84,"Smith, Elliott - Alamada-accomp.gpif",23.5,F7M,Dm,x.x.3.2.1.0,x.x.0.2.3.1
85,"Smith, Elliott - Alamada-accomp.gpif",25.0,Am,C,x.0.2.2.1.0,x.3.2.0.1.0
86,"Smith, Elliott - Alamada-accomp.gpif",24.5,E,Am,0.2.2.1.0.0,x.0.2.2.1.0
87,"Smith, Elliott - Alamada-accomp.gpif",25.5,C,Eb,x.3.2.0.1.0,x.6.8.8.8.x
88,"Smith, Elliott - Alamada-accomp.gpif",26.5,Eb,Gm,x.6.8.8.8.x,3.5.5.3.3.3
89,"Smith, Elliott - Alamada-accomp.gpif",28.0,C,F,x.3.2.0.1.0,x.x.3.2.1.1
90,"Smith, Elliott - Alamada-accomp.gpif",27.5,Gm,C,3.5.5.3.3.3,x.3.2.0.1.0
91,"Smith, Elliott - Alamada-accomp.gpif",28.5,F,Bb,x.x.3.2.1.1,x.1.3.3.3.x
92,"Smith, Elliott - Alamada-accomp.gpif",29.5,Bb,C,x.1.3.3.3.x,x.3.2.0.1.0
93,"Smith, Elliott - Alamada-accomp.gpif",39.0,F5,G5,1.3.3.x.x.x,3.5.5.x.x.x
94,"Smith, Elliott - Alamada-accomp.gpif",38.5,F,F5,x.x.3.2.1.1,1.3.3.x.x.x
95,"Smith, Elliott - Alamada-accomp.gpif",39.5,Am,C,5.7.7.5.5.5,x.3.2.0.1.0
96,"Smith, Elliott - Alamada-accomp.gpif",40.5,G/B,C,x.2.x.0.0.x,x.3.2.0.1.0
97,"Smith, Elliott - Alamada-accomp.gpif",45.5,C7M,B7,x.3.2.0.0.0,x.2.4.2.4.2
98,"Smith, Elliott - Alamada-accomp.gpif",46.5,B7,Am,x.2.4.2.4.2,x.0.2.2.1.x
99,"Smith, Elliott - Alamada-accomp.gpif",47.5,Am,F,x.0.2.2.1.x,x.x.3.2.1.1
100,"Smith, Elliott - Alamada-accomp.gpif",48.5,F,Dm,x.x.3.2.1.1,x.x.0.2.3.1
101,"Smith, Elliott - Alamada-accomp.gpif",67.0,Eb/F,Eb5/G,x.x.3.3.4.x,x.x.5.3.4.x
102,"Smith, Elliott - Alamada-accomp.gpif",66.5,C,Eb/F,x.3.2.0.1.0,x.x.3.3.4.x
103,"Smith, Elliott - Alamada-accomp.gpif",67.5,Eb5/G,Gm,x.x.5.3.4.x,3.5.5.3.3.3
104,"Smith, Elliott - Alamada-accomp.gpif",69.0,Eb,F,x.6.8.8.8.x,1.3.3.2.1.1
105,"Smith, Elliott - Alamada-accomp.gpif",68.5,Gm,Eb,3.5.5.3.3.3,x.6.8.8.8.x
106,"Smith, Elliott - Alamada-accomp.gpif",70.0,Bb,C,x.1.3.3.3.x,x.3.5.5.5.x
107,"Smith, Elliott - Alamada-accomp.gpif",69.5,F,Bb,1.3.3.2.1.1,x.1.3.3.3.x
108,"Smith, Elliott - Alamada-accomp.gpif",70.5,C,Eb,x.3.5.5.5.x,x.6.8.8.8.x
109,"Goldman, Jean-Jacques - Le rapt-Guitar acc.gpif",0.0,Em,C,x.x.2.0.0.0,x.x.2.0.1.0
110,"Goldman, Jean-Jacques - Le rapt-Guitar acc.gpif",0.5,C,Dsus2,x.x.2.0.1.0,x.x.2.2.3.0
111,"Goldman, Jean-Jacques - Le rapt-Guitar acc.gpif",1.5,Dsus2,Em,x.x.2.2.3.0,x.x.2.0.0.0
112,"Goldman, Jean-Jacques - Le rapt-Guitar acc.gpif",4.0,E5,C5,0.7.9.x.x.x,x.2.5.x.x.x
113,"Goldman, Jean-Jacques - Le rapt-Guitar acc.gpif",6.5,D5,A5,x.5.7.x.x.x,5.7.x.x.x.x
114,"Goldman, Jean-Jacques - Le rapt-Guitar acc.gpif",7.5,A5,Em,5.7.x.x.x.x,x.x.2.0.0.0
115,"Purcell, Henry - Music For A While.gpif",0.5,Em,D7M/F#,0.2.2.0.x.x,2.4.0.2.x.x
116,"Purcell, Henry - Music For A While.gpif",1.5,D7M/F#,G,2.4.0.2.x.x,3.x.0.0.0.x
117,"Purcell, Henry - Music For A While.gpif",3.0,Am,A,x.0.x.x.1.x,x.0.x.x.2.x
118,"Purcell, Henry - Music For A While.gpif",2.5,G,Am,3.x.0.0.0.x,x.0.x.x.1.x
119,"Purcell, Henry - Music For A While.gpif",4.0,B,Em,x.2.x.x.4.x,x.x.2.0.0.3
120,"Purcell, Henry - Music For A While.gpif",3.5,A,B,x.0.x.x.2.x,x.2.x.x.4.x
121,"Purcell, Henry - Music For A While.gpif",5.0,A6,B,x.0.x.2.5.2,x.2.4.4.4.2
122,"Purcell, Henry - Music For A While.gpif",4.5,Em,A6,x.x.2.0.0.3,x.0.x.2.5.2
123,"Purcell, Henry - Music For A While.gpif",10.0,B7,Em,x.2.x.2.x.2,x.x.2.4.x.3
124,"Purcell, Henry - Music For A While.gpif",10.5,Em,A6,x.x.2.4.x.3,x.0.x.2.5.2
125,"Cambefort, JP - Filaos.gpif",0.0,-11444,--132-,0.2.2.4.4.4,x.x.2.3.2.0
126,"Cambefort, JP - Filaos.gpif",0.5,--1333,-11444,x.x.4.5.5.5,0.2.2.4.4.4
127,"Cambefort, JP - Filaos.gpif",2.0,121314,131111,3.4.3.4.3.4,2.4.2.2.2.2
128,"Cambefort, JP - Filaos.gpif",1.5,--1333,121314,x.x.4.5.5.5,3.4.3.4.3.4
129,"Cambefort, JP - Filaos.gpif",3.0,-21344,-231--,x.2.1.2.4.4,0.2.2.1.0.0
130,"Cambefort, JP - Filaos.gpif",2.5,131111,-21344,2.4.2.2.2.2,x.2.1.2.4.4
131,"Cambefort, JP - Filaos.gpif",7.0,113421,2-341-,4.4.6.6.5.4,6.x.6.6.5.0
132,"Cambefort, JP - Filaos.gpif",7.5,2-341-,2-341-,6.x.6.6.5.0,5.x.5.6.4.0
133,"Cambefort, JP - Filaos.gpif",9.0,113241,113211,7.7.9.8.9.7,7.7.9.8.7.7
134,"Cambefort, JP - Filaos.gpif",8.5,2-341-,113241,5.x.5.6.4.0,7.7.9.8.9.7
135,"Cambefort, JP - Filaos.gpif",9.5,-2314-,113241,x.6.7.5.7.0,7.7.9.8.9.7
136,"Cambefort, JP - Filaos.gpif",11.0,113421,2-34--,4.4.6.6.5.4,7.x.7.7.0.0
137,"Cambefort, JP - Filaos.gpif",10.5,-2314-,113421,x.6.7.5.7.0,4.4.6.6.5.4
138,"Cambefort, JP - Filaos.gpif",11.5,2-134-,113421,5.x.4.6.7.0,4.4.6.6.5.4
139,"Cambefort, JP - Filaos.gpif",13.0,2-314-,-213--,7.x.7.5.7.0,0.7.6.8.0.0
140,"Cambefort, JP - Filaos.gpif",12.5,2-134-,2-314-,5.x.4.6.7.0,7.x.7.5.7.0
141,"Cambefort, JP - Filaos.gpif",13.5,----31,-11444,x.x.x.x.9.7,0.2.2.4.4.4
142,"Cambefort, JP - Filaos.gpif",14.5,-12333,-11444,x.3.4.5.5.5,0.2.2.4.4.4
143,"Cambefort, JP - Filaos.gpif",16.0,-12314,-12344,x.5.6.7.5.8,x.5.6.7.9.9
144,"Cambefort, JP - Filaos.gpif",15.5,-12333,-12314,x.3.4.5.5.5,x.5.6.7.5.8
145,"Cambefort, JP - Filaos.gpif",16.5,-12344,--3124,x.5.6.7.9.9,x.0.11.9.10.12
146,"Cambefort, JP - Filaos.gpif",18.0,--2314,--2-1-,x.0.10.11.8.12,x.x.10.0.8.0
147,"Cambefort, JP - Filaos.gpif",17.5,--3124,--2314,x.0.11.9.10.12,x.0.10.11.8.12
148,"Cambefort, JP - Filaos.gpif",19.0,-11444,121314,0.2.2.4.4.4,3.4.3.4.3.4
149,"Cambefort, JP - Filaos.gpif",18.5,Hamoniques,-11444,x.x.12.12.12.12,0.2.2.4.4.4
150,"Cambefort, JP - Filaos.gpif",20.0,131114,-21344,2.4.2.2.2.4,x.2.1.2.4.4
151,"Cambefort, JP - Filaos.gpif",19.5,121314,131114,3.4.3.4.3.4,2.4.2.2.2.4
152,"Cambefort, JP - Filaos.gpif",20.5,-21344,-11444,x.2.1.2.4.4,0.2.2.4.4.4
153,"Cambefort, JP - Filaos.gpif",23.0,-312--,-3124-,0.2.1.1.0.x,0.2.1.1.2.0
154,"Cambefort, JP - Filaos.gpif",22.5,-21344,-312--,x.2.1.2.4.4,0.2.1.1.0.x
155,"Cambefort, JP - Filaos.gpif",24.0,111111,131111,4.4.4.4.4.4,4.6.4.4.4.4
156,"Cambefort, JP - Filaos.gpif",23.5,111411,111111,3.3.3.6.3.3,4.4.4.4.4.4
157,"Cambefort, JP - Filaos.gpif",25.0,-13121,--1324,x.4.6.4.5.4,x.0.4.6.5.6
158,"Cambefort, JP - Filaos.gpif",24.5,-23-41,-13121,x.7.8.0.8.6,x.4.6.4.5.4
159,"Cambefort, JP - Filaos.gpif",26.0,-13241,--314-,x.2.4.3.4.2,x.0.4.2.4.0
160,"Cambefort, JP - Filaos.gpif",25.5,-11321,-13241,x.4.4.6.5.4,x.2.4.3.4.2
161,"Cambefort, JP - Filaos.gpif",27.0,-1324-,-1342-,x.7.9.8.9.0,x.6.8.8.7.0
162,"Cambefort, JP - Filaos.gpif",26.5,--314-,-1324-,x.0.4.2.4.0,x.7.9.8.9.0
163,"Cambefort, JP - Filaos.gpif",28.0,-1342-,-2314-,x.4.6.6.5.0,x.6.7.5.7.0
164,"Cambefort, JP - Filaos.gpif",27.5,-1342-,-1342-,x.6.8.8.7.0,x.4.6.6.5.0
165,"Cambefort, JP - Filaos.gpif",28.5,-2314-,-1324-,x.6.7.5.7.0,x.7.9.8.9.0
166,"Cambefort, JP - Filaos.gpif",30.0,-1342-,2-34--,x.4.6.6.5.0,5.x.5.6.0.0
167,"Cambefort, JP - Filaos.gpif",30.5,2-34--,113411,5.x.5.6.0.0,2.2.4.4.2.2
168,"Cambefort, JP - Filaos.gpif",32.0,113121,113141,2.2.4.2.3.2,2.2.4.2.5.2
169,"Cambefort, JP - Filaos.gpif",31.5,113411,113121,2.2.4.4.2.2,2.2.4.2.3.2
170,"Cambefort, JP - Filaos.gpif",33.0,1-3-2-,--3-2-,3.x.4.0.3.0,0.x.4.0.3.x
171,"Cambefort, JP - Filaos.gpif",32.5,2-34--,1-3-2-,4.x.4.4.0.0,3.x.4.0.3.0
172,"Cambefort, JP - Filaos.gpif",33.5,4-3-1-,113121,5.x.4.0.2.0,2.2.4.2.3.2
173,"Cambefort, JP - Filaos.gpif",35.0,1-3-2-,111111,3.x.4.0.3.0,2.2.2.2.2.2
174,"Cambefort, JP - Filaos.gpif",39.0,-13121,-1234-,x.4.6.4.5.4,0.11.12.13.14.x
175,"Cambefort, JP - Filaos.gpif",40.0,--3-1-,--2-1-,x.0.12.0.10.0,x.0.11.0.10.0
176,"Cambefort, JP - Filaos.gpif",39.5,-123--,--3-1-,0.11.12.13.0.0,x.0.12.0.10.0
177,"Cambefort, JP - Filaos.gpif",41.0,--1-4-,--132-,x.0.10.0.12.0,x.0.10.11.10.0
178,"Cambefort, JP - Filaos.gpif",40.5,--2-1-,--1-4-,x.0.11.0.10.0,x.0.10.0.12.0
179,"Cambefort, JP - Filaos.gpif",42.0,--3-1-,--132-,x.0.10.0.8.0,x.0.10.11.10.0
180,"Cambefort, JP - Filaos.gpif",41.5,--13--,--3-1-,x.0.10.11.0.0,x.0.10.0.8.0
181,"Cambefort, JP - Filaos.gpif",43.0,-21444,-123--,0.10.9.12.12.12,x.8.9.10.x.x
182,"Cambefort, JP - Filaos.gpif",42.5,--13--,-21444,x.0.10.11.0.0,0.10.9.12.12.12
183,"Cambefort, JP - Filaos.gpif",44.0,-134--,-1342-,0.7.9.9.0.0,0.7.9.9.8.0
184,"Cambefort, JP - Filaos.gpif",43.5,-1234-,-134--,x.8.9.10.11.x,0.7.9.9.0.0
185,"Cambefort, JP - Filaos.gpif",45.0,--134-,--134-,x.0.10.12.13.0,x.0.10.12.12.0
186,"Cambefort, JP - Filaos.gpif",44.5,-1324-,--134-,x.9.10.9.10.0,x.0.10.12.13.0
187,"Cambefort, JP - Filaos.gpif",46.0,--132-,--321-,x.0.10.11.10.0,x.x.10.9.8.0
188,"Cambefort, JP - Filaos.gpif",45.5,--134-,--132-,x.0.10.12.12.0,x.0.10.11.10.0
189,"Cambefort, JP - Filaos.gpif",47.0,-2314-,-2314-,x.7.8.6.8.0,x.6.7.5.7.0
190,"Cambefort, JP - Filaos.gpif",46.5,--321-,-2314-,x.x.10.9.8.0,x.7.8.6.8.0
191,"Cambefort, JP - Filaos.gpif",48.0,-1324-,--132-,0.11.12.11.12.0,x.x.8.9.8.0
192,"Cambefort, JP - Filaos.gpif",47.5,-2314-,-1324-,x.6.7.5.7.0,0.11.12.11.12.0
193,"Cambefort, JP - Filaos.gpif",49.0,--2134,--213-,0.0.12.11.12.12,0.0.12.11.12.0
194,"Cambefort, JP - Filaos.gpif",48.5,--132-,--2134,x.x.8.9.8.0,0.0.12.11.12.12
195,"Cambefort, JP - Filaos.gpif",49.5,-132--,--1-4-,x.11.12.11.0.0,x.0.10.0.12.0
196,"Cambefort, JP - Filaos.gpif",52.0,--234-,--2-1-,x.0.7.8.8.0,x.0.11.0.10.0
197,"Cambefort, JP - Filaos.gpif",51.5,--13--,--234-,x.0.10.11.0.0,x.0.7.8.8.0
198,"Cambefort, JP - Filaos.gpif",53.0,2-314-,111211,8.x.8.7.8.0,7.7.7.8.7.7
199,"Cambefort, JP - Filaos.gpif",52.5,--2-1-,2-314-,x.0.11.0.10.0,8.x.8.7.8.0
200,"Cambefort, JP - Filaos.gpif",53.5,111231,-11444,7.7.7.8.8.7,0.2.2.4.4.4
201,"Cambefort, JP - Filaos.gpif",57.5,-231--,--3124,0.2.2.1.0.0,x.0.11.9.10.12
202,Sepultura - Cut-Throat-1.gpif,47.0,F#5,A5,2.4.4.x.x.x,x.0.2.2.x.x
203,Sepultura - Cut-Throat-1.gpif,47.5,F#5,F#5,2.4.4.x.x.x,2.4.4.x.x.x
204,Sepultura - Cut-Throat-2.gpif,10.5,E5,E5,0.2.2.x.x.x,0.2.2.x.x.x
205,Sepultura - Cut-Throat-2.gpif,47.0,F#5,A5,2.4.4.x.x.x,x.0.2.2.x.x
206,Sepultura - Cut-Throat-2.gpif,47.5,F#5,F#5,2.4.4.x.x.x,2.4.4.x.x.x
207,"Clapton, Eric - Heaven Is Onw Step Away-E.C. Guitar .gpif",0.5,C,G,x.3.2.0.1.0,3.2.0.0.0.3
208,"Clapton, Eric - Heaven Is Onw Step Away-E.C. Guitar .gpif",1.5,G,F,3.2.0.0.0.3,1.0.3.2.1.1
209,"Clapton, Eric - Heaven Is Onw Step Away-E.C. Guitar .gpif",2.5,F,G,1.0.3.2.1.1,3.2.0.0.0.3
210,"Clapton, Eric - Heaven Is Onw Step Away-E.C. Guitar .gpif",3.5,G,C,3.2.0.0.0.3,x.3.2.0.1.0
211,"Clapton, Eric - Heaven Is Onw Step Away-E.C. Guitar .gpif",11.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.0
212,"Clapton, Eric - Heaven Is Onw Step Away-E.C. Guitar .gpif",12.5,Am,F,x.0.2.2.1.0,1.0.3.2.1.1
213,"Clapton, Eric - Heaven Is Onw Step Away-E.C. Guitar .gpif",13.5,F,Am,1.0.3.2.1.1,x.0.2.2.1.0
214,"Clapton, Eric - Heaven Is Onw Step Away-E.C. Guitar .gpif",25.5,Am,Am,x.0.2.2.1.0,x.0.2.2.1.0
215,"Clapton, Eric - Heaven Is Onw Step Away-E.C. Guitar .gpif",30.5,G,G,3.2.0.0.0.3,3.2.0.0.0.3
216,"Gotthard - One Life, One Soul-Acoustic accomp..gpif",0.5,Am,G,x.0.2.2.1.0,3.2.0.0.0.3
217,"Gotthard - One Life, One Soul-Acoustic accomp..gpif",2.0,F,G,1.0.3.2.1.1,3.2.0.0.0.3
218,"Gotthard - One Life, One Soul-Acoustic accomp..gpif",1.5,G,F,3.2.0.0.0.3,1.0.3.2.1.1
219,"Gotthard - One Life, One Soul-Acoustic accomp..gpif",20.5,C,G,x.3.2.0.1.0,3.2.0.0.0.3
220,"Gotthard - One Life, One Soul-Acoustic accomp..gpif",21.5,G,Am,3.2.0.0.0.3,x.0.2.2.1.0
221,"Gotthard - One Life, One Soul-Acoustic accomp..gpif",34.5,G,G,3.2.0.0.0.3,3.2.0.0.0.3
222,"Gotthard - One Life, One Soul-Acoustic accomp..gpif",35.5,G,C,3.2.0.0.0.3,x.3.2.0.1.0
223,"Gotthard - One Life, One Soul-Acoustic accomp..gpif",41.5,F,Am,1.0.3.2.1.1,x.0.2.2.1.0
224,"Gotthard - One Life, One Soul-Acoustic accomp..gpif",49.5,F,E,1.0.3.2.1.1,0.2.2.1.0.0
225,Blur - Look Inside America-Acoustic Guitar.gpif,1.0,G,G/F#,3.2.0.0.3.3,2.x.0.0.3.x
226,Blur - Look Inside America-Acoustic Guitar.gpif,2.0,Em,Em7,0.2.2.0.0.0,0.2.0.0.0.0
227,Blur - Look Inside America-Acoustic Guitar.gpif,1.5,G/F#,Em,2.x.0.0.3.x,0.2.2.0.0.0
228,Blur - Look Inside America-Acoustic Guitar.gpif,3.0,F,C/G,1.3.3.2.1.1,3.3.2.0.1.0
